fpr,tpr_upper,tpr_lower,tpr
0.9,0.9953611520739829,0.9883106157177106,0.9918358838958468
0.91,0.9959980346905881,0.9893065563219361,0.9926522955062621
0.92,0.9966243971766684,0.9903130170566863,0.9934687071166773
0.93,0.9972382091292571,0.9913320283249283,0.9942851187270927
0.94,0.997836683019795,0.9923663776552211,0.995101530337508
0.95,0.9984158073508075,0.9934200765450393,0.9959179419479234
0.96,0.9989694278411906,0.9944992792754869,0.9967343535583387
0.97,0.9994871888394015,0.9956143414981067,0.9975507651687541
0.98,0.999948906945177,0.9967854466131616,0.9983671767791693
0.99,1.0003024977278738,0.9980646790512955,0.9991835883895847
1.0,1.0,1.0,1.0
